budget,popularity,revenue,runtime,vote_count,vote_average,Threshold
60000000,13.155999,17800000,140,271,6.3,2
55000000,29.498304,149022650,104,636,6.3,2
55000000,17.097041,127906624,104,461,6.3,2
53000000,46.049902,98837872,122,1242,6.3,2
50000000,68.87691,549368315,106,4697,6.3,2
50000000,23.854701,177371441,116,850,6.3,2
50000000,30.397496,189859560,127,513,6.3,2
50000000,14.382253,119137784,124,276,6.3,2
50000000,16.871194,94000000,128,451,6.3,2
50000000,32.927994,97607453,125,1067,6.3,2
40000000,41.362082,144056873,119,1233,6.3,2
50000000,9.622345,0,137,88,6.3,2
50000000,74.64653,71561644,114,1148,6.3,2
38000000,15.401855,299288605,105,584,6.3,2
45000000,17.923254,195268056,141,371,6.3,2
45000000,19.637704,178051587,117,433,6.3,2
45000000,11.387408,9323833,160,90,6.3,2
40000000,5.201688,8493890,85,80,6.3,2
44000000,38.653969,300400432,96,864,6.3,2
40000000,44.094856,51070807,93,1045,6.3,2
42000000,7.349497,11087569,100,136,6.3,2
40000000,115.241998,126546825,89,5878,6.3,2
40000000,12.885985,46442528,117,186,6.3,2
0,5.483671,0,103,47,6.3,2
40000000,6.884467,0,126,83,6.3,2
3860000,19.947265,64076736,130,273,6.3,2
38000000,30.359164,58401898,133,756,6.3,2
38000000,10.047579,10300000,129,86,6.3,2
0,2.79483,0,127,32,6.3,2
35000000,11.897925,0,90,177,6.3,2
0,28.98027,0,132,1018,6.3,2
35000000,8.737058,40263020,112,245,6.3,2
35000000,5.525544,25105255,155,157,6.3,2
34000000,12.867326,0,85,121,6.3,2
30000000,31.92695,40346186,94,799,6.3,2
32000000,38.21708,126041322,107,2359,6.3,2
30000000,23.197408,77566815,101,1018,6.3,2
0,6.048743,0,106,67,6.3,2
32000000,16.473355,18552460,107,427,6.3,2
37000000,41.569541,96455697,98,1204,6.3,2
30000000,28.624038,51132598,83,521,6.3,2
30000000,4.52363,29202884,108,66,6.3,2
30000000,10.703602,31148328,130,240,6.3,2
30000000,37.181019,64352607,123,869,6.3,2
30000000,8.386432,35078241,92,141,6.3,2
0,4.310168,0,112,26,6.3,2
28000000,26.090746,195312802,127,490,6.3,2
28000000,40.28635,60700000,103,2224,6.3,2
30000000,16.698316,15395087,130,288,6.3,2
27000000,17.193659,21148829,106,333,6.3,2
26000000,24.114459,61489265,115,404,6.3,2
26000000,66.097437,30523226,116,1091,6.3,2
25000000,8.618208,0,97,174,6.3,2
25000000,17.17372,39053061,119,386,6.3,2
25000000,39.784026,30411183,108,824,6.3,2
0,6.309587,14334401,88,313,6.3,2
25000000,5.753564,6500000,85,10,6.3,2
23000000,11.183197,36642838,97,325,6.3,2
22000000,16.234053,189833357,97,489,6.3,2
0,3.70789,0,142,112,6.3,2
0,2.809378,0,101,46,6.3,2
32000000,5.683281,40222729,106,123,6.3,2
21000000,13.847872,970816,91,276,6.3,2
18000000,81.487685,358991681,120,2395,6.3,2
37000000,28.703007,113086475,109,679,6.3,2
20000000,42.512296,183936074,100,1252,6.3,2
30000000,9.829859,45554533,77,143,6.3,2
20000000,25.041992,67200000,108,444,6.3,2
20000000,14.857884,45636368,113,257,6.3,2
20000000,18.666876,65569869,109,363,6.3,2
0,9.750557,0,105,148,6.3,2
20000000,16.074397,20211394,115,299,6.3,2
0,4.031585,17519169,103,39,6.3,2
20000000,30.477114,36606743,100,950,6.3,2
0,2.405911,0,114,26,6.3,2
0,3.350297,0,119,59,6.3,2
20000000,13.118983,0,95,130,6.3,2
19000000,32.602868,144216468,122,659,6.3,2
21000000,14.329891,72417394,99,238,6.3,2
0,3.09159,0,73,14,6.3,2
17000000,3.321095,10000000,154,36,6.3,2
0,2.397987,0,96,29,6.3,2
15500000,17.327279,0,95,317,6.3,2
15000000,7.297757,30127963,115,130,6.3,2
15000000,19.517239,24769466,101,380,6.3,2
20000000,3.138118,0,125,32,6.3,2
15000000,15.175289,7938872,112,545,6.3,2
14800000,29.660993,122513057,115,706,6.3,2
0,8.387573,0,93,108,6.3,2
0,9.242554,5405500,150,204,6.3,2
0,8.747922,0,113,55,6.3,2
13000000,9.969624,91038276,112,352,6.3,2
14350531,30.952377,3964682,88,733,6.3,2
20000000,26.396191,31327899,105,1150,6.3,2
12500000,0.903529,3878993,118,30,6.3,2
12000000,21.958055,81272766,110,417,6.3,2
12000000,11.510281,31155435,93,218,6.3,2
0,15.896312,25434291,102,210,6.3,2
12000000,5.158067,11212294,131,59,6.3,2
0,0.753362,0,130,5,6.3,2
11000000,7.722021,59520298,98,139,6.3,2
14000000,4.519523,18535191,97,46,6.3,2
15000000,6.216203,30050028,114,252,6.3,2
10000000,17.592299,85978266,122,272,6.3,2
10000000,3.079862,16153593,129,47,6.3,2
10000000,30.863082,9636289,101,700,6.3,2
0,2.23411,0,135,24,6.3,2
0,0.111313,0,119,7,6.3,2
10000000,2.85283,0,111,29,6.3,2
10000000,17.611971,2995811,106,254,6.3,2
9000000,27.600843,44196684,87,581,6.3,2
0,1.118511,6126237,80,16,6.3,2
5000000,16.072466,328203506,97,503,6.3,2
86000000,18.172736,14373825,84,395,6.3,2
0,4.221313,0,104,39,6.3,2
8000000,3.942464,143451,107,24,6.3,2
7200000,34.634181,116019547,120,553,6.3,2
7000000,30.214716,97572000,125,524,6.3,2
7000000,5.500324,14702438,92,66,6.3,2
0,2.356244,0,120,8,6.3,2
0,2.832628,0,125,20,6.3,2
0,8.067702,0,107,16,6.3,2
12716953,7.077505,18814720,113,128,6.3,2
0,6.077735,0,117,30,6.3,2
6000000,12.099486,0,101,14,6.3,2
4000000,42.187986,152925093,92,1251,6.3,2
4900000,48.170508,44107032,81,1129,6.3,2
5000000,35.871248,44030246,104,1050,6.3,2
0,5.1299,0,99,9,6.3,2
0,9.85123,0,92,147,6.3,2
5000000,4.149628,5476060,94,55,6.3,2
0,8.39685,0,92,80,6.3,2
4798235,25.30216,209696,107,458,6.3,2
0,1.435742,0,112,25,6.3,2
0,7.667888,0,98,47,6.3,2
4500000,3.108881,744816,97,30,6.3,2
4200000,12.540624,32000000,114,210,6.3,2
4000000,11.387335,0,110,168,6.3,2
3500000,50.319662,40423945,92,1434,6.3,2
0,1.918959,0,115,15,6.3,2
3000000,5.003615,7282851,97,94,6.3,2
0,0.384496,0,0,2,6.3,2
0,1.975941,0,95,22,6.3,2
2500000,18.30961,12348905,98,264,6.3,2
30000000,27.940093,495303,84,664,6.3,2
6000000,28.819424,11122090,96,658,6.3,2
2000000,12.999023,5967038,120,197,6.3,2
2000000,14.846001,5179037,101,140,6.3,2
2000000,5.261065,390659,104,86,6.3,2
0,0.744406,0,96,10,6.3,2
2000000,4.261509,622806,96,41,6.3,2
0,1.296784,0,85,12,6.3,2
500000,8.650779,150277,93,152,6.3,2
2000000,26.281839,572809,108,519,6.3,2
0,0.796009,6033999,84,3,6.3,2
1200000,3.085411,2861020,114,24,6.3,2
1000000,11.095414,0,89,177,6.3,2
1000000,3.424158,1744858,94,25,6.3,2
0,1.190729,0,88,16,6.3,2
60000,41.690578,248000000,81,1055,6.3,2
46000,1.447734,0,83,32,6.3,2
0,6.672008,0,82,113,6.3,2
0,2.77754,0,86,22,6.3,2
300000,1.673208,0,73,36,6.3,2
0,8.942203,319285,90,221,6.3,2
250000,1.45917,4186931,91,23,6.3,2
0,5.937602,2611555,119,31,6.3,2
0,6.192383,0,85,108,6.3,2
0,10.826253,0,85,155,6.3,2
0,1.578903,0,98,23,6.3,2
31192,1.330379,10000,89,26,6.3,2
0,0.362633,76901,85,8,6.3,2
0,1.929883,0,90,16,6.3,2
380000000,135.413856,1045713802,136,4948,6.4,2
200000000,78.530105,1025491110,108,4645,6.4,2
178000000,139.272042,543934787,144,4721,6.4,2
165000000,47.323228,305875730,100,1474,6.4,2
150000000,73.313918,424988211,129,3096,6.4,2
150000000,39.004588,205366737,131,1891,6.4,2
145000000,44.989192,746921274,93,1808,6.4,2
140000000,58.485967,553799566,151,2482,6.4,2
130000000,20.678787,554987477,90,451,6.4,2
160000000,27.220157,61698899,102,510,6.4,2
115000000,67.33767,286140700,109,3439,6.4,2
120000000,67.698004,286168572,124,4800,6.4,2
120000000,43.987061,649398328,142,3992,6.4,2
110000000,76.840712,362744280,125,2124,6.4,2
110000000,48.93337,383531464,128,2089,6.4,2
100000000,58.849256,347451894,131,1926,6.4,2
100000000,31.586215,100086793,101,572,6.4,2
100000000,36.711378,268426634,102,1121,6.4,2
100000000,30.254021,94882889,115,717,6.4,2
90000000,35.814765,347325802,90,1054,6.4,2
85000000,24.107835,80916492,104,514,6.4,2
80000000,109.684788,484572835,101,3012,6.4,2
84000000,44.34333,0,116,1526,6.4,2
0,3.300061,0,81,47,6.4,2
78000000,41.247402,248384621,95,915,6.4,2
75000000,73.82289,258270008,110,2528,6.4,2
70000000,27.055085,85632458,121,573,6.4,2
75000000,13.327372,0,148,197,6.4,2
74000000,875.581305,1156730962,91,4571,6.4,2
72000000,28.848187,408247917,106,1599,6.4,2
80000000,16.411345,309492681,117,470,6.4,2
4200000,11.743085,38376497,114,215,6.4,2
62000000,18.832471,215887717,141,386,6.4,2
61000000,113.161483,311256926,132,3040,6.4,2
60000000,29.876507,101134059,124,1581,6.4,2
57000000,31.791979,115267375,103,535,6.4,2
70000000,34.576913,368100420,118,1665,6.4,2
55000000,21.272734,198685114,114,529,6.4,2
50000000,12.46525,75000000,109,236,6.4,2
60000000,23.700759,118338361,88,374,6.4,2
52000000,30.780599,609841637,108,1386,6.4,2
70000000,43.849351,225990978,104,1813,6.4,2
50000000,13.576765,50068310,121,223,6.4,2
45000000,26.721386,181000000,86,1424,6.4,2
45000000,17.746719,117615211,119,278,6.4,2
45000000,6.156015,38399961,112,119,6.4,2
45000000,5.361699,4607608,139,81,6.4,2
44000000,5.380124,3484331,219,55,6.4,2
50000000,49.020045,111340801,106,1528,6.4,2
40000000,32.908414,92913171,96,972,6.4,2
43000000,29.105407,91974818,104,573,6.4,2
35000000,22.939557,0,115,477,6.4,2
40000000,19.372805,65754228,119,278,6.4,2
38000000,22.332927,205298907,96,972,6.4,2
38000000,14.779041,120000000,118,452,6.4,2
35000000,36.172182,321731527,118,811,6.4,2
33000000,40.715623,102984862,100,2065,6.4,2
35000000,3.721272,0,101,35,6.4,2
0,11.1399,0,111,108,6.4,2
32000000,16.901954,173398518,97,987,6.4,2
31000000,7.06762,24185781,101,131,6.4,2
30250000,15.585138,115101622,105,302,6.4,2
80000000,29.415229,176885658,103,503,6.4,2
35000000,43.742241,116980662,97,2652,6.4,2
30000000,50.670253,105173115,111,1172,6.4,2
27000000,30.131498,38122105,101,703,6.4,2
30000000,48.237797,63372757,106,1323,6.4,2
0,13.064264,31911598,139,158,6.4,2
30000000,19.106154,30536013,135,330,6.4,2
30000000,13.268936,2527904,129,286,6.4,2
30000000,2.625594,0,85,7,6.4,2
28000000,24.917665,92380927,99,564,6.4,2
28000000,28.043508,134402450,105,799,6.4,2
28000000,18.650748,39514713,96,471,6.4,2
25000000,46.942396,170764026,85,2251,6.4,2
25000000,48.552871,77278331,117,1451,6.4,2
25000000,24.356483,122489822,97,711,6.4,2
25000000,16.936576,64437847,98,298,6.4,2
25000000,53.811461,66980456,94,1798,6.4,2
20000000,10.81439,33889159,105,671,6.4,2
25000000,5.073536,11772461,116,60,6.4,2
25000000,17.603823,19844979,121,387,6.4,2
24000000,15.237142,70181428,105,225,6.4,2
8200000,25.03414,80035402,107,505,6.4,2
23000000,38.799596,53302314,98,1378,6.4,2
0,2.634119,0,88,11,6.4,2
22000000,21.865021,33788161,104,480,6.4,2
22000000,35.737655,43058898,100,875,6.4,2
20000000,26.21425,41627431,115,497,6.4,2
20000000,20.99174,117224271,94,428,6.4,2
0,14.211699,0,124,194,6.4,2
0,9.03154,0,68,88,6.4,2
30000000,5.133744,27674124,101,81,6.4,2
0,17.98817,0,102,286,6.4,2
0,2.894154,0,103,62,6.4,2
20000000,6.102663,11341016,98,24,6.4,2
20000000,9.129808,0,126,102,6.4,2
19000000,21.959742,29922472,100,465,6.4,2
18000000,15.314027,87000000,105,434,6.4,2
0,12.309718,0,113,172,6.4,2
1000000,14.518598,21378361,89,311,6.4,2
0,11.423533,0,94,155,6.4,2
0,1.946634,0,104,23,6.4,2
0,3.107371,90508336,103,52,6.4,2
17000000,70.668923,136621271,104,1219,6.4,2
17000000,23.491962,57103895,109,534,6.4,2
17000000,33.912116,97542952,91,1723,6.4,2
18500000,1.884558,6490401,120,30,6.4,2
25000000,6.091033,0,139,76,6.4,2
16000000,8.711782,0,112,113,6.4,2
16000000,20.59148,3442853,122,258,6.4,2
15000000,3.803495,317000,102,52,6.4,2
0,4.115398,0,90,128,6.4,2
0,9.87419,0,97,126,6.4,2
0,1.446172,0,82,22,6.4,2
0,11.706309,0,120,119,6.4,2
0,4.052219,4291965,101,25,6.4,2
13000000,6.170139,7820688,95,135,6.4,2
13000000,3.680896,1151330,110,60,6.4,2
13000000,19.664699,10652035,98,503,6.4,2
11000000,60.767168,235483004,95,2296,6.4,2
15000000,41.249004,107217396,86,1648,6.4,2
0,6.2464,0,118,72,6.4,2
12000000,6.803763,0,122,110,6.4,2
0,19.944479,31466789,101,377,6.4,2
12000000,32.940597,32248241,106,933,6.4,2
0,2.24888,0,104,53,6.4,2
11500000,20.747994,57469467,103,407,6.4,2
11000000,11.227087,72778712,95,298,6.4,2
11,3.375208,11,145,29,6.4,2
12000000,5.759545,9622846,145,35,6.4,2
10000000,8.932837,50752337,101,198,6.4,2
10000000,34.224204,57500000,90,742,6.4,2
10000000,4.928777,25754284,108,69,6.4,2
9000000,20.452449,32973937,89,379,6.4,2
10000000,5.025446,0,105,81,6.4,2
0,6.27141,0,101,34,6.4,2
10000000,6.736274,10571408,98,86,6.4,2
10000000,9.525626,8801940,114,137,6.4,2
9500000,14.105392,7800000,88,334,6.4,2
10000000,3.007816,5164404,140,25,6.4,2
0,6.948401,0,98,168,6.4,2
20000000,19.494703,1969193,105,365,6.4,2
0,0.627964,0,105,5,6.4,2
0,1.769593,0,86,12,6.4,2
0,12.898984,0,96,169,6.4,2
0,6.085879,42145,110,139,6.4,2
0,9.085482,0,91,34,6.4,2
10000000,2.574014,0,106,22,6.4,2
0,2.131524,0,116,6,6.4,2
9500000,19.978021,17164377,107,737,6.4,2
11000000,9.337388,59827328,98,135,6.4,2
8500000,8.775844,19125401,119,100,6.4,2
14000000,14.730796,18090181,112,291,6.4,2
8000000,7.894489,17460020,82,177,6.4,2
8000000,10.791954,3453043,98,215,6.4,2
7800000,11.000654,22441323,102,153,6.4,2
12500000,1.589693,0,95,4,6.4,2
7000000,38.150787,1333124,117,887,6.4,2
7000000,30.465138,161777836,121,533,6.4,2
7000000,5.091253,0,99,76,6.4,2
0,0.838938,0,96,6,6.4,2
6000000,14.988746,13231461,96,379,6.4,2
5500000,15.015271,5483299,120,300,6.4,2
5600000,22.341462,18469680,85,489,6.4,2
0,3.784535,0,116,71,6.4,2
4100000,4.028875,36000000,135,42,6.4,2
0,5.769822,0,104,14,6.4,2
5000000,7.058868,19905359,99,86,6.4,2
5000000,5.348446,7230000,118,91,6.4,2
5000000,11.095219,0,123,131,6.4,2
4000000,1.379354,14400000,105,22,6.4,2
4000000,17.229537,31584901,96,420,6.4,2
0,2.611364,0,106,31,6.4,2
0,3.069605,0,85,66,6.4,2
3000000,7.924982,13000000,128,120,6.4,2
3000000,1.697846,11718595,100,28,6.4,2
0,6.997495,0,104,25,6.4,2
0,1.161034,0,95,9,6.4,2
0,0.692497,621951,87,88,6.4,2
1700000,6.979638,0,130,89,6.4,2
0,0.87066,0,91,9,6.4,2
9000000,9.159265,0,112,13,6.4,2
0,1.280733,0,88,8,6.4,2
1000000,6.532855,17985893,91,161,6.4,2
0,16.570708,0,100,348,6.4,2
650000,1.631274,0,93,55,6.4,2
900000,7.145832,0,76,55,6.4,2
0,9.436431,3094813,91,163,6.4,2
600000,10.861167,0,83,66,6.4,2
0,3.433625,0,91,26,6.4,2
8,11.818333,16,98,138,6.4,2
300000,4.270596,0,81,64,6.4,2
200000,0.713906,0,80,64,6.4,2
250000,21.825564,3542353,90,381,6.4,2
250000,5.217002,0,106,101,6.4,2
0,0.020168,0,80,4,6.4,2
0,0.176377,0,75,4,6.4,2
0,2.058834,0,89,36,6.4,2
0,0.611081,0,80,15,6.4,2
0,3.320622,0,97,77,6.4,2
225000000,99.398009,662845518,143,6359,6.5,2
215000000,89.866276,752215857,136,6586,6.5,2
150000000,418.708552,1513528810,124,8662,6.5,2
200000000,89.270217,705717432,142,4179,6.5,2
15000000,9.476999,77000000,120,143,6.5,2
170000000,56.268916,299370084,113,1725,6.5,2
150000000,67.447636,356613439,138,2129,6.5,2
150000000,63.079003,397850012,126,2028,6.5,2
132000000,84.366984,373552094,92,1346,6.5,2
125000000,45.313197,767820459,149,2704,6.5,2
110000000,44.635452,478207520,120,2965,6.5,2
126000000,37.68056,162949164,136,1770,6.5,2
80000000,33.691694,214104620,140,1344,6.5,2
80000000,37.321848,140073390,97,703,6.5,2
100000000,50.767332,93820758,122,1276,6.5,2
99000000,34.308098,246233113,88,604,6.5,2
100000000,46.781182,242988466,90,1747,6.5,2
90000000,69.457898,886686817,94,2271,6.5,2
92000000,43.192048,188072649,107,1667,6.5,2
90000000,46.200042,484635760,96,2166,6.5,2
85000000,42.069993,311312624,122,1999,6.5,2
85000000,58.57976,160388063,120,1527,6.5,2
75000000,45.154631,224012234,115,1270,6.5,2
80000000,36.125715,250200000,88,1288,6.5,2
75000000,22.179658,136982834,135,431,6.5,2
100000000,16.759252,108103450,136,318,6.5,2
80000000,85.115058,660940780,91,2951,6.5,2
50000000,31.160542,90450008,117,709,6.5,2
75000000,18.70031,119000410,102,338,6.5,2
70000000,26.123705,86658558,110,513,6.5,2
68000000,27.299301,203388341,136,1078,6.5,2
70000000,37.507136,113280098,128,895,6.5,2
65000000,22.977983,128107642,98,1062,6.5,2
65000000,19.718544,0,117,393,6.5,2
65000000,15.858629,89456761,120,314,6.5,2
63000000,13.859307,25052000,191,202,6.5,2
62000000,11.056763,107879496,106,195,6.5,2
60000000,19.705489,0,125,521,6.5,2
66000000,47.479755,99318987,122,2225,6.5,2
60000000,29.787135,26673242,96,742,6.5,2
58000000,13.43573,102854431,95,579,6.5,2
54000000,30.515175,190458706,127,629,6.5,2
50200000,26.60772,127869379,106,1652,6.5,2
50000000,38.629763,120081841,124,909,6.5,2
22000000,12.54949,24188922,108,235,6.5,2
0,26.38704,68929150,130,639,6.5,2
73000000,33.884459,151493655,118,826,6.5,2
48000000,53.043124,196397415,111,1267,6.5,2
48000000,16.000178,77745568,123,333,6.5,2
48000000,7.226115,35743308,132,103,6.5,2
46000000,0.146783,5200000,140,2,6.5,2
45000000,17.047276,165184237,103,501,6.5,2
45000000,43.815492,131183530,120,1905,6.5,2
40000000,25.876582,30925690,137,562,6.5,2
35000000,12.495436,29400000,123,215,6.5,2
45000000,31.789029,224834564,84,1150,6.5,2
43000000,37.654688,158674180,117,1575,6.5,2
42000000,3.844926,0,126,47,6.5,2
41000000,25.391899,91636986,105,515,6.5,2
30000000,38.643914,130786397,113,1265,6.5,2
40000000,29.88736,114830111,99,670,6.5,2
0,16.394452,51854875,105,386,6.5,2
40000000,43.151268,97552050,104,1789,6.5,2
40000000,33.785969,60965854,108,824,6.5,2
40000000,22.364549,60474340,123,642,6.5,2
33000000,28.353517,20645327,108,774,6.5,2
25000000,17.375562,0,90,313,6.5,2
37000000,31.941347,163720069,96,1222,6.5,2
36000000,19.167377,156844753,105,379,6.5,2
35000000,50.309843,117000000,98,2277,6.5,2
35000000,45.149948,69823199,123,1375,6.5,2
35000000,40.526587,150483765,109,2237,6.5,2
35000000,10.10364,29882645,132,159,6.5,2
32000000,43.862456,54674226,139,987,6.5,2
35000000,16.782471,42064105,118,357,6.5,2
35000000,15.50957,27330000,141,224,6.5,2
32500000,17.107065,288383523,125,1661,6.5,2
31000000,42.213765,161772375,138,2415,6.5,2
37000000,40.176265,165335153,115,1023,6.5,2
26000000,10.704596,116400000,102,166,6.5,2
30000000,73.987775,66486080,95,2263,6.5,2
30000000,31.191975,63782078,111,1263,6.5,2
30000000,9.278361,41480851,125,206,6.5,2
30000000,14.726338,17137302,115,356,6.5,2
28000000,10.703456,31596911,139,148,6.5,2
21000000,14.518708,54926886,117,323,6.5,2
27000000,38.279458,93282604,98,1068,6.5,2
0,9.317265,0,103,165,6.5,2
25000000,35.310712,281929795,97,1356,6.5,2
30000000,19.212552,42886719,107,318,6.5,2
25000000,25.848003,20796847,93,656,6.5,2
25000000,14.17009,28831145,109,304,6.5,2
25000000,6.895866,0,100,114,6.5,2
24000000,30.445257,155721132,102,835,6.5,2
23000000,6.138213,0,118,55,6.5,2
19000000,33.872182,141407024,118,1699,6.5,2
12500000,20.317469,75993061,101,910,6.5,2
0,4.030724,0,94,11,6.5,2
23000000,7.876883,5837674,139,57,6.5,2
25000000,35.169779,94679598,104,1343,6.5,2
23000000,57.110486,369884651,119,1590,6.5,2
20000000,11.263361,75597042,127,110,6.5,2
22000000,29.230298,15400000,116,720,6.5,2
25000000,18.961323,92991835,119,501,6.5,2
21000000,8.982335,10011050,117,52,6.5,2
20000000,21.815122,121697323,94,728,6.5,2
19800000,20.311684,41296320,103,505,6.5,2
0,11.360997,0,119,119,6.5,2
20000000,11.090254,18253415,114,52,6.5,2
20000000,3.011205,15473333,199,41,6.5,2
20000000,6.397042,13801755,97,125,6.5,2
20000000,12.379781,0,101,147,6.5,2
20000000,12.643703,16974459,105,297,6.5,2
21000000,15.440465,0,99,284,6.5,2
8000000,0.709143,20000000,149,15,6.5,2
20000000,45.742217,11110975,148,833,6.5,2
20000000,37.629309,12007070,125,546,6.5,2
40000000,8.978408,7400000,125,52,6.5,2
19100000,10.559414,5728213,109,208,6.5,2
25000000,7.436491,8613462,132,108,6.5,2
18000000,29.487784,261572744,82,1579,6.5,2
23000000,26.58873,76488889,91,656,6.5,2
16500000,36.15716,67683989,94,1013,6.5,2
18000000,3.258422,14110013,108,67,6.5,2
18000000,10.1449,26527510,120,158,6.5,2
23000000,28.973074,150816700,98,640,6.5,2
15000000,8.884405,0,80,129,6.5,2
16000000,35.777067,247275374,107,1859,6.5,2
20000000,38.802415,24261569,101,956,6.5,2
16000000,4.628525,11301649,120,48,6.5,2
15000000,34.759855,64238440,100,1197,6.5,2
15000000,26.708193,31554855,121,541,6.5,2
15000000,6.373316,9237470,118,85,6.5,2
15000000,11.428903,5926410,111,195,6.5,2
0,5.770246,0,111,12,6.5,2
12000000,17.493735,9584131,84,565,6.5,2
15000000,6.329672,0,98,93,6.5,2
14000000,13.13724,34793160,107,135,6.5,2
0,9.066881,0,82,66,6.5,2
13000000,12.321302,2636637,125,138,6.5,2
12000000,12.60629,0,81,168,6.5,2
12000000,49.070321,100000000,88,1564,6.5,2
12000000,8.410688,32726956,93,85,6.5,2
12000000,6.044161,21133087,99,330,6.5,2
12000000,9.779444,0,97,225,6.5,2
12000000,27.322212,12077441,99,882,6.5,2
12000000,5.841285,1644755,111,84,6.5,2
0,1.906807,0,140,28,6.5,2
11000000,14.282314,31672907,92,204,6.5,2
10000000,10.892398,85300000,106,249,6.5,2
12000000,26.598884,41205099,92,755,6.5,2
9000000,12.172131,21571189,121,115,6.5,2
10000000,16.436178,3665069,102,425,6.5,2
0,5.75555,0,103,98,6.5,2
10000000,9.805551,295750,99,177,6.5,2
0,1.413934,0,85,1,6.5,2
9500000,28.675891,111584787,117,531,6.5,2
5500000,31.036,141195658,130,562,6.5,2
26000000,11.233081,28780255,118,201,6.5,2
9000000,2.062087,4777465,97,95,6.5,2
6500000,25.289665,81974493,142,456,6.5,2
8000000,5.069095,12671300,116,42,6.5,2
7500000,17.318839,32392047,91,240,6.5,2
7000000,5.675535,0,95,69,6.5,2
7500000,6.557643,0,103,100,6.5,2
7000000,12.150871,0,111,110,6.5,2
0,1.874783,0,53,4,6.5,2
6500000,16.574756,2401510,116,305,6.5,2
0,3.029944,0,106,10,6.5,2
6000000,15.639016,58000000,99,354,6.5,2
5000000,12.68514,9206470,100,320,6.5,2
0,0.669169,0,107,11,6.5,2
5000000,48.375848,0,106,1211,6.5,2
5000000,17.304055,44793222,96,354,6.5,2
0,3.102862,0,129,54,6.5,2
5000000,19.336367,16174377,102,255,6.5,2
5000000,6.308298,0,91,44,6.5,2
4000000,4.992475,41424067,120,91,6.5,2
0,0.679351,0,94,17,6.5,2
4500000,15.002502,146198896,96,602,6.5,2
0,7.217328,0,124,63,6.5,2
4000000,14.042041,44909486,111,250,6.5,2
3500000,15.338211,34705850,106,506,6.5,2
4000000,22.87623,4300000,98,530,6.5,2
0,12.690224,1406224,83,415,6.5,2
0,5.90259,0,99,25,6.5,2
4000000,22.987897,2365467,118,338,6.5,2
0,1.972668,0,98,18,6.5,2
3500000,8.45342,44462,101,195,6.5,2
3400000,5.690619,31063038,94,84,6.5,2
3800000,3.667372,28200000,97,59,6.5,2
0,3.644872,0,110,37,6.5,2
3000000,4.682881,0,110,95,6.5,2
0,0.93392,0,112,19,6.5,2
2000000,1.867004,9172000,119,8,6.5,2
0,4.749885,876302,104,77,6.5,2
0,3.313339,0,111,2,6.5,2
0,5.446832,0,103,64,6.5,2
0,2.828303,0,101,39,6.5,2
1500000,3.618646,712294,111,43,6.5,2
0,4.262374,414404,106,48,6.5,2
0,10.322858,0,109,358,6.5,2
0,0.430758,619042,105,6,6.5,2
0,4.826908,0,85,101,6.5,2
0,0.957022,0,88,15,6.5,2
0,3.060685,0,85,34,6.5,2
0,1.453146,0,86,35,6.5,2
0,2.868942,0,104,31,6.5,2
700000,12.378031,4911725,107,240,6.5,2
0,3.637857,0,90,49,6.5,2
0,3.877036,0,101,27,6.5,2
200000,0.616283,2295733,101,10,6.5,2
0,1.045623,0,93,4,6.5,2
125000,12.833247,3200000,90,137,6.5,2
8500000,9.452808,15861566,120,178,6.5,2
0,1.680525,0,90,30,6.5,2
207000000,61.22601,550000000,187,2337,6.6,2
175000000,51.692953,331926147,93,1736,6.6,2
185000000,65.352913,343471816,122,2568,6.6,2
200000000,39.744242,325233863,96,1095,6.6,2
200000000,77.300194,623933331,124,6849,6.6,2
38000000,6.909942,207283925,106,3428,6.6,2
160000000,127.284427,653428261,137,3984,6.6,2
140000000,34.20669,449220945,183,1791,6.6,2
150000000,25.468493,709709780,144,4040,6.6,2
150000000,86.493424,449326618,115,6525,6.6,2
140000000,74.506246,370569774,124,7047,6.6,2
135000000,29.91353,245724603,107,2051,6.6,2
125000000,206.227151,752100229,123,5584,6.6,2
110000000,37.195046,299268508,127,2692,6.6,2
110000000,45.94834,125537191,114,2303,6.6,2
130000000,44.490453,211643158,144,1157,6.6,2
102000000,73.872343,130482868,172,2977,6.6,2
65000000,29.257137,93525586,136,1065,6.6,2
20000000,31.802807,79114085,129,650,6.6,2
85000000,29.21998,340487652,107,1449,6.6,2
50000000,57.673932,41037742,95,1940,6.6,2
80000000,59.113174,280000000,126,1673,6.6,2
80000000,32.363538,157107755,118,2164,6.6,2
75000000,48.110909,532680671,86,3237,6.6,2
75000000,61.437586,196482882,99,2105,6.6,2
70000000,14.486311,154937680,134,284,6.6,2
72000000,32.227223,96889998,125,765,6.6,2
72000000,11.215702,37317558,152,188,6.6,2
120000000,82.643036,461983149,117,3877,6.6,2
70000000,33.648404,300854823,144,1532,6.6,2
70000000,57.69847,240031094,124,1896,6.6,2
66000000,18.59991,189198313,121,488,6.6,2
58000000,59.824565,352194034,130,1174,6.6,2
61000000,42.881415,131940411,109,1589,6.6,2
60000000,62.766854,176070171,110,1919,6.6,2
58000000,41.430245,71664962,111,2808,6.6,2
60000000,30.656345,108255770,97,668,6.6,2
0,18.587114,0,111,366,6.6,2
